shopping_mall_id,shopping_mall
1140,"korsh mall"
1141,"galeries lafayette"
1142,vivocity
1143,"chadstone shopping centre"
1144,"beverly center"
1145,"la rinascente"
1146,"zorlu center"
1147,"lotte world mall"
1148,"nanjing deji plaza"
1149,"nanjing deji plaza"
1150,"the dubai mall"
1151,"pavilion kuala lumpur"
1152,"westfield parramatta"
1153,"centro coyoacÃƒÂ¡n"
1154,"westfield parramatta"
1155,"oasis mall"
1156,"galleria vittorio emanuele ii"
1157,"the mall at millenia"
1158,"sm seaside city cebu"
1159,"central world"
1160,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1161,"siam paragon"
1162,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1163,"lotte world mall"
1164,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1165,"the dubai mall"
1166,"westfield london"
1167,"aventura mall"
1168,"westfield world trade center"
1169,"mitsui outlet park"
1170,"dubai mall"
1171,"prada store tokyo"
1172,"centro coyoacÃƒÂ¡n"
1173,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1174,"galeries lafayette"
1175,"marina bay sands shopping mall"
1176,"mall of the emirates"
1177,"korsh mall"
1178,"chadstone shopping centre"
1179,"aventura mall"
1180,"fifth avenue"
1181,"chadstone shopping centre"
1182,"galleria mall"
1183,"istanbul cevahir avm"
1184,"the shops at columbus circle"
1185,"the mall at millenia"
1186,"westfield parramatta"
1187,"westfield london"
1188,"galeries lafayette"
1189,"centro santa fe"
1190,"mall of the emirates"
1191,"oasis mall"
1192,"robinsons place manila"
1193,"the dubai mall"
1194,"prada store tokyo"
1195,"sm seaside city cebu"
1196,"dubai mall"
1197,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1198,vivocity
1199,"dubai mall"
1200,"westfield london"
1201,"westfield london"
1202,"westfield world trade center"
1203,"marina bay sands shopping mall"
1204,"galleria vittorio emanuele ii"
1205,"istanbul cevahir avm"
1206,"the shops at columbus circle"
1207,"dubai mall"
1208,"siam paragon"
1209,"centro coyoacÃƒÂ¡n"
1210,"nanjing deji plaza"
1211,"pavilion kuala lumpur"
1212,"kuala lumpur city centre (klcc)"
1213,"fifth avenue"
1214,"zorlu center"
1215,"lotte world mall"
1216,"central embassy"
1217,"the mall at millenia"
1218,"king of prussia mall"
1219,"central embassy"
1220,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1221,"westfield london"
1222,"la rinascente"
1223,"mall of america"
1224,"the mall at millenia"
1225,"westfield london"
1226,"the outlets at orange"
1227,"king of prussia mall"
1228,"sm mall of asia"
1229,"the dubai mall"
1230,"kuala lumpur city centre (klcc)"
1231,"centro santa fe"
1232,"galleria mall"
1233,"centro santa fe"
1234,"chadstone shopping centre"
1235,"prada store tokyo"
1236,"galleria vittorio emanuele ii"
1237,"south coast plaza"
1238,vivocity
1239,"the dubai mall"
1240,"the dubai mall"
1241,"mall of america"
1242,"sm mall of asia"
1243,takashimaya
1244,"korsh mall"
1245,"kuala lumpur city centre (klcc)"
1246,"pavilion kuala lumpur"
1247,"mall of the emirates"
1248,"sm mall of asia"
1249,"sm seaside city cebu"
1250,"south coast plaza"
1251,vivocity
1252,"zorlu center"
1253,"westfield london"
1254,"moscow mall"
1255,"king abdulaziz center"
1256,"pavilion kuala lumpur"
1257,"the outlets at orange"
1258,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1259,"mall of america"
1260,"centro santa fe"
1261,"korsh mall"
1262,"central embassy"
1263,"fifth avenue"
1264,"dubai mall"
1265,"moscow mall"
1266,"pavilion kuala lumpur"
1267,"aventura mall"
1268,"siam paragon"
1269,takashimaya
1270,"korsh mall"
1271,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1272,"the mall at millenia"
1273,takashimaya
1274,kanyon
1275,"zorlu center"
1276,"sm mall of asia"
1277,kanyon
1278,"king abdulaziz center"
1279,"the outlets at orange"
1280,"forum istanbul"
1281,"mitsui outlet park"
1282,"faisalabad mall"
1283,"galeries lafayette"
1284,"kuala lumpur city centre (klcc)"
1285,vivocity
1286,"king of prussia mall"
1287,"the outlets at orange"
1288,"aventura mall"
1289,"king abdulaziz center"
1290,"beverly center"
1291,"robinsons galleria"
1292,"pavilion kuala lumpur"
1293,vivocity
1294,"pavilion kuala lumpur"
1295,"robinsons place manila"
1296,"central embassy"
1297,"tokyo midtown"
1298,"nanjing deji plaza"
1299,"la rinascente"
1300,"forum istanbul"
1301,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1302,"westfield world trade center"
1303,vivocity
1304,"oasis mall"
1305,"la rinascente"
1306,"centro santa fe"
1307,"mall of the emirates"
1308,"nanjing deji plaza"
1309,"westfield parramatta"
1310,"kuala lumpur city centre (klcc)"
1311,"fifth avenue"
1312,"nanjing deji plaza"
1313,"moscow mall"
1314,"the outlets at orange"
1315,"forum istanbul"
1316,"south coast plaza"
1317,"marina bay sands shopping mall"
1318,"dubai mall"
1319,"nanjing deji plaza"
1320,"chadstone shopping centre"
1321,"oasis mall"
1322,"the shops at columbus circle"
1323,"the shops at columbus circle"
1324,"prada store tokyo"
1325,"moscow mall"
1326,"mall of the emirates"
1327,"central embassy"
1328,"faisalabad mall"
1329,"tokyo midtown"
1330,"mall of america"
1331,"sm seaside city cebu"
1332,"kuala lumpur city centre (klcc)"
1333,"the shops at columbus circle"
1334,"beverly center"
1335,vivocity
1336,"the mall at millenia"
1337,"tokyo midtown"
1338,"fifth avenue"
1339,"the mall at millenia"
1340,"westfield london"
1341,"the mall at millenia"
1342,"central world"
1343,"lotte world mall"
1344,"mitsui outlet park"
1345,"aventura mall"
1346,"galeries lafayette"
1347,"fifth avenue"
1348,"faisalabad mall"
1349,"moscow mall"
1350,"the mall at millenia"
1351,"fifth avenue"
1352,"westfield parramatta"
1353,"marina bay sands shopping mall"
1354,"prada store tokyo"
1355,"marina bay sands shopping mall"
1356,"faisalabad mall"
1357,"the mall at millenia"
1358,"aventura mall"
1359,"the mall at millenia"
1360,"plaza satÃƒÂ©lite"
1361,"marina bay sands shopping mall"
1362,"king of prussia mall"
1363,"central embassy"
1364,"prada store tokyo"
1365,"the dubai mall"
1366,"the grove"
1367,"sm seaside city cebu"
1368,"the outlets at orange"
1369,"the grove"
1370,"lotte world mall"
1371,"the dubai mall"
1372,"centro santa fe"
1373,"robinsons place manila"
1374,"central embassy"
1375,"fifth avenue"
1376,"tokyo midtown"
1377,"forum istanbul"
1378,"aventura mall"
1379,"prada store tokyo"
1380,"zorlu center"
1381,"aventura mall"
1382,"sm mall of asia"
1383,"lotte world mall"
1384,"central world"
1385,"siam paragon"
1386,kanyon
1387,"siam paragon"
1388,"faisalabad mall"
1389,"centro santa fe"
1390,"robinsons galleria"
1391,"zorlu center"
1392,"galleria vittorio emanuele ii"
1393,"korsh mall"
1394,"the outlets at orange"
1395,"sm mall of asia"
1396,"sm seaside city cebu"
1397,"dubai mall"
1398,"pavilion kuala lumpur"
1399,"mitsui outlet park"
1400,"forum istanbul"
1401,vivocity
1402,"westfield world trade center"
1403,"fifth avenue"
1404,"dubai mall"
1405,"king abdulaziz center"
1406,"the outlets at orange"
1407,"central world"
1408,"istanbul cevahir avm"
1409,"mitsui outlet park"
1410,"chadstone shopping centre"
1411,"la rinascente"
1412,"faisalabad mall"
1413,"the dubai mall"
1414,"mitsui outlet park"
1415,"faisalabad mall"
1416,"faisalabad mall"
1417,"the mall at millenia"
1418,"lujiazui shopping mall"
1419,"mall of america"
1420,"lujiazui shopping mall"
1421,"robinsons galleria"
1422,"fifth avenue"
1423,"zorlu center"
1424,"plaza satÃƒÂ©lite"
1425,"central world"
1426,vivocity
1427,kanyon
1428,"robinsons place manila"
1429,"robinsons place manila"
1430,"westfield world trade center"
1431,kanyon
1432,"robinsons galleria"
1433,"siam paragon"
1434,"south coast plaza"
1435,"kuala lumpur city centre (klcc)"
1436,"mitsui outlet park"
1437,vivocity
1438,"forum istanbul"
1439,"the dubai mall"
1440,"centro santa fe"
1441,"forum istanbul"
1442,"mall of america"
1443,"south coast plaza"
1444,kanyon
1445,"marina bay sands shopping mall"
1446,"tokyo midtown"
1447,"king of prussia mall"
1448,"mall of america"
1449,"aventura mall"
1450,"tokyo midtown"
1451,"sm seaside city cebu"
1452,"moscow mall"
1453,"dubai mall"
1454,"westfield world trade center"
1455,"prada store tokyo"
1456,"tokyo midtown"
1457,"westfield world trade center"
1458,"galeries lafayette"
1459,"centro santa fe"
1460,"oasis mall"
1461,"kuala lumpur city centre (klcc)"
1462,"fifth avenue"
1463,"dubai mall"
1464,takashimaya
1465,"marina bay sands shopping mall"
1466,"the mall at millenia"
1467,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1468,"dubai mall"
1469,"la rinascente"
1470,"marina bay sands shopping mall"
1471,vivocity
1472,"la rinascente"
1473,"robinsons place manila"
1474,"beverly center"
1475,"zorlu center"
1476,"lotte world mall"
1477,takashimaya
1478,"dubai mall"
1479,"moscow mall"
1480,"chadstone shopping centre"
1481,"kuala lumpur city centre (klcc)"
1482,"kuala lumpur city centre (klcc)"
1483,"chadstone shopping centre"
1484,"plaza satÃƒÂ©lite"
1485,"galleria vittorio emanuele ii"
1486,"la rinascente"
1487,"robinsons place manila"
1488,"mall of america"
1489,"the dubai mall"
1490,"robinsons galleria"
1491,"central embassy"
1492,"central world"
1493,"the grove"
1494,"lotte world mall"
1495,"faisalabad mall"
1496,"chadstone shopping centre"
1497,"dubai mall"
1498,"the dubai mall"
1499,"mall of america"
1500,"siam paragon"
1501,"galleria vittorio emanuele ii"
1502,"the dubai mall"
1503,"westfield london"
1504,"sm mall of asia"
1505,"beverly center"
1506,"mall of the emirates"
1507,"fifth avenue"
1508,"westfield london"
1509,"forum istanbul"
1510,"kuala lumpur city centre (klcc)"
1511,"nanjing deji plaza"
1512,"king abdulaziz center"
1513,"westfield parramatta"
1514,"centro santa fe"
1515,"king of prussia mall"
1516,"westfield london"
1517,"siam paragon"
1518,"sm mall of asia"
1519,"central embassy"
1520,"fifth avenue"
1521,"prada store tokyo"
1522,"fifth avenue"
1523,"prada store tokyo"
1524,"marina bay sands shopping mall"
1525,"centro santa fe"
1526,"oasis mall"
1527,"prada store tokyo"
1528,"the grove"
1529,"beverly center"
1530,"centro santa fe"
1531,"tokyo midtown"
1532,"lujiazui shopping mall"
1533,"centro santa fe"
1534,"fifth avenue"
1535,"robinsons galleria"
1536,"galeries lafayette"
1537,"mitsui outlet park"
1538,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1539,"chadstone shopping centre"
1540,"faisalabad mall"
1541,"faisalabad mall"
1542,"oasis mall"
1543,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1544,"forum istanbul"
1545,"dubai mall"
1546,"nanjing deji plaza"
1547,"prada store tokyo"
1548,"korsh mall"
1549,"central embassy"
1550,"fifth avenue"
1551,"the shops at columbus circle"
1552,"nanjing deji plaza"
1553,"galleria vittorio emanuele ii"
1554,"nanjing deji plaza"
1555,"forum istanbul"
1556,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1557,"dubai mall"
1558,"south coast plaza"
1559,"kuala lumpur city centre (klcc)"
1560,"the dubai mall"
1561,"siam paragon"
1562,"chadstone shopping centre"
1563,"beverly center"
1564,"the shops at columbus circle"
1565,"la rinascente"
1566,"centro santa fe"
1567,"fifth avenue"
1568,"beverly center"
1569,"galeries lafayette"
1570,"nanjing deji plaza"
1571,"centro santa fe"
1572,"galeries lafayette"
1573,"chadstone shopping centre"
1574,"robinsons place manila"
1575,"la rinascente"
1576,"galeries lafayette"
1577,"sm mall of asia"
1578,"galleria vittorio emanuele ii"
1579,"mall of america"
1580,"mall of america"
1581,"chadstone shopping centre"
1582,"oasis mall"
1583,"korsh mall"
1584,"robinsons place manila"
1585,"tokyo midtown"
1586,"south coast plaza"
1587,"galleria mall"
1588,"central world"
1589,"sm mall of asia"
1590,"zorlu center"
1591,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1592,"dubai mall"
1593,"the dubai mall"
1594,"siam paragon"
1595,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1596,"plaza satÃƒÂ©lite"
1597,"korsh mall"
1598,"central world"
1599,"the mall at millenia"
1600,"sm seaside city cebu"
1601,"king abdulaziz center"
1602,"forum istanbul"
1603,"oasis mall"
1604,"galleria mall"
1605,"the dubai mall"
1606,"westfield parramatta"
1607,"istanbul cevahir avm"
1608,"galleria mall"
1609,"prada store tokyo"
1610,"sm mall of asia"
1611,"faisalabad mall"
1612,"central embassy"
1613,"sm seaside city cebu"
1614,takashimaya
1615,"sm mall of asia"
1616,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1617,"dubai mall"
1618,"king of prussia mall"
1619,"forum istanbul"
1620,takashimaya
1621,"robinsons place manila"
1622,"the mall at millenia"
1623,"pavilion kuala lumpur"
1624,"the outlets at orange"
1625,"galleria vittorio emanuele ii"
1626,"mitsui outlet park"
1627,"south coast plaza"
1628,"sm seaside city cebu"
1629,"westfield parramatta"
1630,"sm seaside city cebu"
1631,"westfield parramatta"
1632,"robinsons place manila"
1633,"central embassy"
1634,"lujiazui shopping mall"
1635,"chadstone shopping centre"
1636,"central embassy"
1637,"robinsons place manila"
1638,"mall of the emirates"
1639,"plaza satÃƒÂ©lite"
1640,"zorlu center"
1641,"chadstone shopping centre"
1642,"centro coyoacÃƒÂ¡n"
1643,"dubai mall"
1644,"forum istanbul"
1645,"la rinascente"
1646,kanyon
1647,"robinsons place manila"
1648,"westfield world trade center"
1649,"centro santa fe"
1650,"centro coyoacÃƒÂ¡n"
1651,"mall of america"
1652,"zorlu center"
1653,"lujiazui shopping mall"
1654,"westfield world trade center"
1655,"the shops at columbus circle"
1656,"galeries lafayette"
1657,"robinsons place manila"
1658,"centro coyoacÃƒÂ¡n"
1659,"korsh mall"
1660,"aventura mall"
1661,"robinsons galleria"
1662,"the dubai mall"
1663,"sm seaside city cebu"
1664,"central world"
1665,"nanjing deji plaza"
1666,"lotte world mall"
1667,"central world"
1668,"robinsons place manila"
1669,"mall of the emirates"
1670,"lotte world mall"
1671,"lotte world mall"
1672,"dubai mall"
1673,"galleria vittorio emanuele ii"
1674,"oasis mall"
1675,"chadstone shopping centre"
1676,"faisalabad mall"
1677,"king of prussia mall"
1678,"westfield parramatta"
1679,"galleria vittorio emanuele ii"
1680,"the grove"
1681,"the grove"
1682,"mall of america"
1683,"marina bay sands shopping mall"
1684,takashimaya
1685,"robinsons galleria"
1686,"king abdulaziz center"
1687,"king of prussia mall"
1688,"westfield world trade center"
1689,"pavilion kuala lumpur"
1690,"kuala lumpur city centre (klcc)"
1691,"oasis mall"
1692,"faisalabad mall"
1693,"mall of the emirates"
1694,vivocity
1695,"the dubai mall"
1696,"nanjing deji plaza"
1697,"westfield world trade center"
1698,"robinsons place manila"
1699,"nanjing deji plaza"
1700,"sm seaside city cebu"
1701,"king abdulaziz center"
1702,"marina bay sands shopping mall"
1703,"south coast plaza"
1704,"kuala lumpur city centre (klcc)"
1705,"moscow mall"
1706,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1707,"marina bay sands shopping mall"
1708,"istanbul cevahir avm"
1709,kanyon
1710,"centro coyoacÃƒÂ¡n"
1711,"mall of america"
1712,"forum istanbul"
1713,"mall of america"
1714,"oasis mall"
1715,"central world"
1716,"moscow mall"
1717,"the outlets at orange"
1718,"oasis mall"
1719,"westfield parramatta"
1720,"nanjing deji plaza"
1721,"sm seaside city cebu"
1722,"the grove"
1723,"oasis mall"
1724,"mall of the emirates"
1725,"the dubai mall"
1726,"robinsons place manila"
1727,"galeries lafayette"
1728,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1729,"westfield london"
1730,takashimaya
1731,"istanbul cevahir avm"
1732,"westfield london"
1733,"king abdulaziz center"
1734,"galleria mall"
1735,"the grove"
1736,kanyon
1737,"faisalabad mall"
1738,"galeries lafayette"
1739,"plaza satÃƒÂ©lite"
1740,"faisalabad mall"
1741,"siam paragon"
1742,"centro coyoacÃƒÂ¡n"
1743,"robinsons galleria"
1744,"mall of america"
1745,"marina bay sands shopping mall"
1746,"westfield london"
1747,"the dubai mall"
1748,"galleria vittorio emanuele ii"
1749,"central embassy"
1750,"centro coyoacÃƒÂ¡n"
1751,"the grove"
1752,"prada store tokyo"
1753,"the grove"
1754,"robinsons galleria"
1755,"the shops at columbus circle"
1756,"robinsons galleria"
1757,"lujiazui shopping mall"
1758,"nanjing deji plaza"
1759,"lotte world mall"
1760,"dubai mall"
1761,kanyon
1762,"king of prussia mall"
1763,"sm mall of asia"
1764,"westfield parramatta"
1765,"westfield london"
1766,"king abdulaziz center"
1767,"lujiazui shopping mall"
1768,"faisalabad mall"
1769,"lotte world mall"
1770,"the grove"
1771,"forum istanbul"
1772,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1773,"lujiazui shopping mall"
1774,"forum istanbul"
1775,"mitsui outlet park"
1776,"galleria vittorio emanuele ii"
1777,"siam paragon"
1778,kanyon
1779,"galeries lafayette"
1780,"sm seaside city cebu"
1781,"central world"
1782,"zorlu center"
1783,"king of prussia mall"
1784,kanyon
1785,"dubai mall"
1786,"mitsui outlet park"
1787,"dubai mall"
1788,"central world"
1789,"istanbul cevahir avm"
1790,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1791,"tokyo midtown"
1792,"central embassy"
1793,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1794,"king abdulaziz center"
1795,"the grove"
1796,"galleria mall"
1797,"marina bay sands shopping mall"
1798,"central embassy"
1799,"aventura mall"
1800,kanyon
1801,"fifth avenue"
1802,"mall of america"
1803,"the shops at columbus circle"
1804,"robinsons place manila"
1805,"sm seaside city cebu"
1806,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1807,"robinsons place manila"
1808,"la rinascente"
1809,takashimaya
1810,"sm seaside city cebu"
1811,"centro santa fe"
1812,"la rinascente"
1813,"the mall at millenia"
1814,"galleria mall"
1815,"marina bay sands shopping mall"
1816,"aventura mall"
1817,"galeries lafayette"
1818,kanyon
1819,"fifth avenue"
1820,"la rinascente"
1821,"galeries lafayette"
1822,"the outlets at orange"
1823,takashimaya
1824,"centro coyoacÃƒÂ¡n"
1825,"centro coyoacÃƒÂ¡n"
