invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I198725,C132148,0,49,Food & Beverage,forum istanbul,Turkey,2,10.46,Cash,23/02/2023,20.92,0.000796952,Winter,36+,Carrefour
I544243,C212653,1,37,Toys,zorlu center,Turkey,2,71.68,Cash,23/02/2023,143.36,0.005461333,Winter,36+,LEGO Store
I599128,C261954,1,63,Food & Beverage,mall of america,USA,2,10.46,Credit Card,23/02/2023,20.92,0.000796952,Winter,36+,Starbucks
I168087,C171156,1,40,Clothing,lotte world mall,South Korea,1,300.08,Credit Card,23/02/2023,300.08,0.011431619,Winter,36+,Prada
I286268,C248180,1,33,Toys,tokyo midtown,Japan,2,71.68,Cash,23/02/2023,143.36,0.005461333,Winter,26-35,LEGO Store
I142757,C308224,1,36,Toys,sm seaside city cebu,Philippines,3,107.52,Cash,23/02/2023,322.56,0.012288,Winter,36+,Disney Store
I821053,C245915,0,46,Food & Beverage,westfield world trade center,USA,2,10.46,Debit Card,23/02/2023,20.92,0.000796952,Winter,36+,Carrefour
I383226,C975865,1,19,Food & Beverage,beverly center,USA,5,26.15,Credit Card,23/02/2023,130.75,0.004980952,Winter,18-25,Taco Bell
I191853,C236866,1,32,Clothing,marina bay sands shopping mall,Singapore,4,1200.32,Cash,23/02/2023,4801.28,0.182905905,Winter,26-35,Forever 21
I313431,C273688,1,20,Clothing,beverly center,USA,5,1500.4,Credit Card,23/02/2023,7502,0.285790476,Winter,18-25,Prada
I236950,C332613,1,58,Clothing,siam paragon,Thailand,3,900.24,Cash,23/02/2023,2700.72,0.102884571,Winter,36+,Prada
I273873,C143869,1,25,Technology,dubai mall,UAE,1,1050,Credit Card,23/02/2023,1050,0.04,Winter,18-25,Apple Store
I414748,C270649,1,28,Toys,istanbul cevahir avm,Turkey,5,179.2,Credit Card,23/02/2023,896,0.034133333,Winter,26-35,Disney Store
I300807,C302459,0,22,Clothing,takashimaya,Japan,3,900.24,Cash,23/02/2023,2700.72,0.102884571,Winter,18-25,H&M
I759933,C709605,1,19,Shoes,galleria vittorio emanuele ii,Italy,4,2400.68,Cash,23/02/2023,9602.72,0.365817905,Winter,18-25,Adidas
I223357,C333507,1,58,Clothing,king abdulaziz center,Saudi Arabia,5,1500.4,Debit Card,22/02/2023,7502,0.285790476,Winter,36+,Forever 21
I101979,C109876,0,25,Clothing,south coast plaza,USA,2,600.16,Cash,22/02/2023,1200.32,0.045726476,Winter,18-25,Forever 21
I246040,C186499,0,27,Toys,sm seaside city cebu,Philippines,5,179.2,Cash,22/02/2023,896,0.034133333,Winter,26-35,Disney Store
I104598,C300802,0,40,Clothing,forum istanbul,Turkey,5,1500.4,Cash,22/02/2023,7502,0.285790476,Winter,36+,H&M
I268751,C446073,0,30,Clothing,robinsons galleria,Philippines,4,1200.32,Credit Card,22/02/2023,4801.28,0.182905905,Winter,26-35,Zara
I338099,C106117,1,58,Technology,forum istanbul,Turkey,5,5250,Cash,22/02/2023,26250,1,Winter,36+,Samsung
I162119,C159423,1,24,Clothing,mall of america,USA,2,600.16,Cash,22/02/2023,1200.32,0.045726476,Winter,18-25,Zara
I111618,C109766,1,60,Shoes,chadstone shopping centre,Australia,4,2400.68,Cash,22/02/2023,9602.72,0.365817905,Winter,36+,New Balance
I329207,C322719,0,69,Cosmetics,dubai mall,UAE,5,203.3,Credit Card,22/02/2023,1016.5,0.03872381,Winter,36+,The Body Shop
I167624,C200886,0,33,Clothing,centro coyoacÃ¡n,Mexico,3,900.24,Debit Card,22/02/2023,2700.72,0.102884571,Winter,26-35,Prada
I177200,C197871,1,42,Food & Beverage,dubai mall,UAE,1,5.23,Debit Card,22/02/2023,5.23,0.000199238,Winter,36+,Starbucks
I961655,C322492,0,63,Clothing,dubai mall,UAE,1,300.08,Cash,22/02/2023,300.08,0.011431619,Winter,36+,Gap
I882785,C207221,1,33,Food & Beverage,south coast plaza,USA,1,5.23,Cash,22/02/2023,5.23,0.000199238,Winter,26-35,Starbucks
I193724,C517780,1,30,Toys,sm mall of asia,Philippines,4,143.36,Debit Card,22/02/2023,573.44,0.021845333,Winter,26-35,Toys R Us
I398885,C432763,1,62,Cosmetics,robinsons galleria,Philippines,3,121.98,Credit Card,22/02/2023,365.94,0.013940571,Winter,36+,The Body Shop
I143075,C212564,1,57,Books,aventura mall,USA,1,15.15,Debit Card,22/02/2023,15.15,0.000577143,Winter,36+,Kinokuniya
I808767,C232418,0,66,Cosmetics,galleria vittorio emanuele ii,Italy,3,121.98,Credit Card,22/02/2023,365.94,0.013940571,Winter,36+,MAC
I115060,C285934,1,20,Clothing,central world,Thailand,1,300.08,Credit Card,22/02/2023,300.08,0.011431619,Winter,18-25,Prada
I314599,C646654,0,57,Food & Beverage,takashimaya,Japan,2,10.46,Cash,22/02/2023,20.92,0.000796952,Winter,36+,Carrefour
I154776,C191027,0,61,Clothing,pavilion kuala lumpur,Malaysia,1,300.08,Cash,22/02/2023,300.08,0.011431619,Winter,36+,Zara
I198868,C132191,1,51,Cosmetics,sm seaside city cebu,Philippines,1,40.66,Cash,22/02/2023,40.66,0.001548952,Winter,36+,Ulta Beauty
I125368,C630501,1,26,Cosmetics,king abdulaziz center,Saudi Arabia,2,81.32,Debit Card,22/02/2023,162.64,0.00619581,Winter,26-35,Sephora
I236787,C594692,1,62,Food & Beverage,faisalabad mall,Pakistan,2,10.46,Debit Card,22/02/2023,20.92,0.000796952,Winter,36+,Starbucks
I199167,C178180,1,21,Souvenir,sm mall of asia,Philippines,1,11.73,Cash,22/02/2023,11.73,0.000446857,Winter,18-25,World Market
I788206,C249725,1,62,Cosmetics,pavilion kuala lumpur,Malaysia,2,81.32,Credit Card,21/02/2023,162.64,0.00619581,Winter,36+,MAC
I802055,C304663,0,34,Food & Beverage,beverly center,USA,2,10.46,Credit Card,21/02/2023,20.92,0.000796952,Winter,26-35,Mcdonald's
I286865,C833124,1,21,Clothing,the mall at millenia,USA,1,300.08,Cash,21/02/2023,300.08,0.011431619,Winter,18-25,H&M
I316406,C860327,1,38,Shoes,chadstone shopping centre,Australia,1,600.17,Credit Card,21/02/2023,600.17,0.022863619,Winter,36+,Foot Locker
I214826,C306616,1,46,Books,westfield london,UK,1,15.15,Cash,21/02/2023,15.15,0.000577143,Winter,36+,Kinokuniya
I260295,C323715,0,53,Food & Beverage,zorlu center,Turkey,5,26.15,Credit Card,21/02/2023,130.75,0.004980952,Winter,36+,Pizza Hut
I107604,C319691,1,19,Food & Beverage,galeries lafayette,France,3,15.69,Debit Card,21/02/2023,47.07,0.001793143,Winter,18-25,Taco Bell
I204003,C813101,1,34,Souvenir,pavilion kuala lumpur,Malaysia,5,58.65,Cash,21/02/2023,293.25,0.011171429,Winter,26-35,The Souvenir Shop
I632702,C111703,0,18,Food & Beverage,avenue des champs-Ã©lysÃ©es,France,5,26.15,Credit Card,21/02/2023,130.75,0.004980952,Winter,18-25,Taco Bell
I430899,C259237,1,48,Food & Beverage,galeries lafayette,France,4,20.92,Credit Card,21/02/2023,83.68,0.00318781,Winter,36+,Taco Bell
I102323,C231102,1,67,Clothing,lotte world mall,South Korea,5,1500.4,Credit Card,21/02/2023,7502,0.285790476,Winter,36+,Prada
I255212,C178461,1,61,Clothing,robinsons galleria,Philippines,4,1200.32,Debit Card,21/02/2023,4801.28,0.182905905,Winter,36+,Gap
I255301,C306089,1,43,Clothing,the dubai mall,UAE,5,1500.4,Cash,21/02/2023,7502,0.285790476,Winter,36+,Prada
I289003,C280841,1,62,Clothing,moscow mall,Russia,2,600.16,Debit Card,21/02/2023,1200.32,0.045726476,Winter,36+,Gap
I121484,C383440,0,40,Shoes,robinsons place manila,Philippines,4,2400.68,Debit Card,21/02/2023,9602.72,0.365817905,Winter,36+,Nike
I404350,C214583,0,20,Shoes,mall of the emirates,UAE,5,3000.85,Cash,21/02/2023,15004.25,0.571590476,Winter,18-25,New Balance
I442443,C125261,1,29,Cosmetics,central embassy,Thailand,4,162.64,Credit Card,21/02/2023,650.56,0.024783238,Winter,26-35,The Body Shop
I853460,C733652,0,52,Clothing,mall of the emirates,UAE,5,1500.4,Credit Card,21/02/2023,7502,0.285790476,Winter,36+,Gap
I188369,C160880,0,24,Shoes,the dubai mall,UAE,3,1800.51,Cash,21/02/2023,5401.53,0.205772571,Winter,18-25,Puma
I696981,C440200,0,24,Cosmetics,robinsons galleria,Philippines,4,162.64,Credit Card,20/02/2023,650.56,0.024783238,Winter,18-25,Sephora
I406977,C593800,0,63,Clothing,kanyon,Turkey,2,600.16,Cash,20/02/2023,1200.32,0.045726476,Winter,36+,Forever 21
I329514,C320073,1,43,Shoes,westfield london,UK,3,1800.51,Cash,20/02/2023,5401.53,0.205772571,Winter,36+,Adidas
I330661,C168741,1,33,Clothing,the shops at columbus circle,USA,5,1500.4,Cash,20/02/2023,7502,0.285790476,Winter,26-35,Forever 21
I197604,C467553,0,44,Clothing,mall of the emirates,UAE,2,600.16,Credit Card,20/02/2023,1200.32,0.045726476,Winter,36+,Gap
I178408,C237980,0,49,Clothing,westfield world trade center,USA,3,900.24,Cash,20/02/2023,2700.72,0.102884571,Winter,36+,Zara
I160222,C159693,0,51,Shoes,moscow mall,Russia,5,3000.85,Debit Card,20/02/2023,15004.25,0.571590476,Winter,36+,Adidas
I839584,C239808,0,49,Food & Beverage,dubai mall,UAE,2,10.46,Debit Card,20/02/2023,20.92,0.000796952,Winter,36+,Taco Bell
I336335,C256800,0,56,Books,centro coyoacÃ¡n,Mexico,2,30.3,Credit Card,20/02/2023,60.6,0.002308571,Winter,36+,Kinokuniya
I139547,C287649,0,50,Clothing,faisalabad mall,Pakistan,1,300.08,Debit Card,20/02/2023,300.08,0.011431619,Winter,36+,Prada
I204831,C232513,0,20,Toys,king of prussia mall,USA,3,107.52,Cash,20/02/2023,322.56,0.012288,Winter,18-25,Disney Store
I116008,C111568,1,37,Books,westfield london,UK,1,15.15,Cash,20/02/2023,15.15,0.000577143,Winter,36+,Books-A-Million
I116740,C718384,1,27,Cosmetics,faisalabad mall,Pakistan,3,121.98,Cash,20/02/2023,365.94,0.013940571,Winter,26-35,Sephora
I229690,C302140,1,62,Food & Beverage,king of prussia mall,USA,1,5.23,Credit Card,20/02/2023,5.23,0.000199238,Winter,36+,Mcdonald's
I113728,C209716,1,48,Clothing,the grove,USA,4,1200.32,Debit Card,19/02/2023,4801.28,0.182905905,Winter,36+,Zara
I272427,C242993,1,54,Shoes,chadstone shopping centre,Australia,4,2400.68,Credit Card,19/02/2023,9602.72,0.365817905,Winter,36+,New Balance
I150770,C320976,1,64,Clothing,mitsui outlet park,Japan,4,1200.32,Credit Card,19/02/2023,4801.28,0.182905905,Winter,36+,H&M
I320170,C120040,0,46,Clothing,vivocity,Singapore,5,1500.4,Credit Card,19/02/2023,7502,0.285790476,Winter,36+,Forever 21
I192490,C147826,1,29,Clothing,the mall at millenia,USA,4,1200.32,Debit Card,19/02/2023,4801.28,0.182905905,Winter,26-35,Prada
I138549,C597126,0,29,Clothing,korsh mall,Egypt,3,900.24,Credit Card,19/02/2023,2700.72,0.102884571,Winter,26-35,H&M
I936118,C229670,0,22,Food & Beverage,dubai mall,UAE,3,15.69,Cash,19/02/2023,47.07,0.001793143,Winter,18-25,Taco Bell
I220900,C119282,1,49,Clothing,chadstone shopping centre,Australia,1,300.08,Credit Card,19/02/2023,300.08,0.011431619,Winter,36+,H&M
I324733,C220853,0,28,Souvenir,mall of america,USA,5,58.65,Cash,19/02/2023,293.25,0.011171429,Winter,26-35,Hard Rock Cafe
I267665,C103773,1,56,Toys,dubai mall,UAE,4,143.36,Credit Card,19/02/2023,573.44,0.021845333,Winter,36+,LEGO Store
I505106,C179977,1,51,Food & Beverage,galeries lafayette,France,2,10.46,Credit Card,19/02/2023,20.92,0.000796952,Winter,36+,Starbucks
I940840,C267961,1,53,Cosmetics,centro coyoacÃ¡n,Mexico,2,81.32,Cash,19/02/2023,162.64,0.00619581,Winter,36+,Sephora
I162229,C267758,1,38,Clothing,dubai mall,UAE,1,300.08,Credit Card,19/02/2023,300.08,0.011431619,Winter,36+,H&M
I133893,C845762,1,61,Toys,lujiazui shopping mall,China,2,71.68,Cash,19/02/2023,143.36,0.005461333,Winter,36+,LEGO Store
I272883,C186582,0,25,Food & Beverage,the shops at columbus circle,USA,1,5.23,Credit Card,19/02/2023,5.23,0.000199238,Winter,18-25,Starbucks
I270968,C322048,1,62,Food & Beverage,robinsons galleria,Philippines,4,20.92,Cash,18/02/2023,83.68,0.00318781,Winter,36+,Starbucks
I288402,C647994,0,25,Clothing,central world,Thailand,1,300.08,Cash,18/02/2023,300.08,0.011431619,Winter,18-25,H&M
I308317,C188536,0,61,Cosmetics,the dubai mall,UAE,1,40.66,Credit Card,18/02/2023,40.66,0.001548952,Winter,36+,Sephora
I254673,C143430,1,42,Cosmetics,korsh mall,Egypt,2,81.32,Debit Card,18/02/2023,162.64,0.00619581,Winter,36+,The Body Shop
I101855,C120734,1,25,Books,kanyon,Turkey,4,60.6,Cash,18/02/2023,242.4,0.009234286,Winter,18-25,Barnes & Noble
I300204,C295017,1,64,Cosmetics,galleria mall,Egypt,1,40.66,Credit Card,18/02/2023,40.66,0.001548952,Winter,36+,Ulta Beauty
I279166,C163445,0,66,Food & Beverage,robinsons galleria,Philippines,3,15.69,Credit Card,18/02/2023,47.07,0.001793143,Winter,36+,Pizza Hut
I339139,C314330,0,27,Food & Beverage,lujiazui shopping mall,China,1,5.23,Credit Card,18/02/2023,5.23,0.000199238,Winter,26-35,Taco Bell
I190345,C137037,0,24,Clothing,tokyo midtown,Japan,4,1200.32,Cash,18/02/2023,4801.28,0.182905905,Winter,18-25,Prada
I139874,C530204,0,69,Cosmetics,prada store tokyo,Japan,4,162.64,Credit Card,18/02/2023,650.56,0.024783238,Winter,36+,MAC
I135807,C164656,0,29,Clothing,the grove,USA,4,1200.32,Credit Card,18/02/2023,4801.28,0.182905905,Winter,26-35,Zara
I122066,C337241,0,46,Clothing,the grove,USA,2,600.16,Cash,18/02/2023,1200.32,0.045726476,Winter,36+,Zara
I855056,C115193,0,57,Toys,centro coyoacÃ¡n,Mexico,5,179.2,Cash,18/02/2023,896,0.034133333,Winter,36+,Disney Store
I260039,C646619,1,26,Clothing,the shops at columbus circle,USA,3,900.24,Cash,18/02/2023,2700.72,0.102884571,Winter,26-35,Gap
I133536,C281143,0,68,Clothing,zorlu center,Turkey,3,900.24,Debit Card,18/02/2023,2700.72,0.102884571,Winter,36+,Gap
I245239,C130949,1,48,Shoes,mitsui outlet park,Japan,3,1800.51,Debit Card,18/02/2023,5401.53,0.205772571,Winter,36+,Puma
I172983,C145886,0,57,Clothing,the dubai mall,UAE,2,600.16,Debit Card,17/02/2023,1200.32,0.045726476,Winter,36+,Zara
I233894,C275860,0,31,Clothing,oasis mall,Egypt,3,900.24,Cash,17/02/2023,2700.72,0.102884571,Winter,26-35,Forever 21
I247839,C184299,1,41,Clothing,chadstone shopping centre,Australia,1,300.08,Credit Card,17/02/2023,300.08,0.011431619,Winter,36+,Forever 21
I223487,C305045,1,49,Clothing,la rinascente,Italy,1,300.08,Cash,17/02/2023,300.08,0.011431619,Winter,36+,Zara
I151404,C797228,0,43,Food & Beverage,la rinascente,Italy,4,20.92,Debit Card,17/02/2023,83.68,0.00318781,Winter,36+,Taco Bell
I175624,C124382,1,59,Shoes,the grove,USA,1,600.17,Debit Card,17/02/2023,600.17,0.022863619,Winter,36+,Puma
I273261,C275182,1,33,Souvenir,tokyo midtown,Japan,4,46.92,Credit Card,17/02/2023,187.68,0.007149714,Winter,26-35,Hard Rock Cafe
I353574,C211387,1,27,Food & Beverage,kuala lumpur city centre (klcc),Malaysia,4,20.92,Cash,16/02/2023,83.68,0.00318781,Winter,26-35,Starbucks
I958632,C185820,1,28,Cosmetics,fifth avenue,USA,3,121.98,Credit Card,16/02/2023,365.94,0.013940571,Winter,26-35,Ulta Beauty
I236469,C125948,1,19,Food & Beverage,moscow mall,Russia,3,15.69,Debit Card,16/02/2023,47.07,0.001793143,Winter,18-25,Taco Bell
I247464,C295462,0,54,Clothing,mall of america,USA,1,300.08,Cash,16/02/2023,300.08,0.011431619,Winter,36+,Gap
I151496,C131780,1,43,Clothing,istanbul cevahir avm,Turkey,1,300.08,Cash,16/02/2023,300.08,0.011431619,Winter,36+,Gap
I197637,C627796,0,44,Clothing,mall of america,USA,1,300.08,Credit Card,16/02/2023,300.08,0.011431619,Winter,36+,H&M
I731700,C153432,1,43,Food & Beverage,kuala lumpur city centre (klcc),Malaysia,5,26.15,Cash,16/02/2023,130.75,0.004980952,Winter,36+,Carrefour
I447859,C307248,1,25,Clothing,westfield world trade center,USA,1,300.08,Cash,16/02/2023,300.08,0.011431619,Winter,18-25,Zara
I868553,C105764,0,67,Souvenir,tokyo midtown,Japan,2,23.46,Cash,16/02/2023,46.92,0.001787429,Winter,36+,World Market
I235718,C307840,1,53,Food & Beverage,faisalabad mall,Pakistan,2,10.46,Credit Card,16/02/2023,20.92,0.000796952,Winter,36+,Taco Bell
I794410,C130783,1,35,Clothing,the dubai mall,UAE,2,600.16,Credit Card,16/02/2023,1200.32,0.045726476,Winter,26-35,Forever 21
I662255,C215855,1,55,Technology,kanyon,Turkey,4,4200,Credit Card,16/02/2023,16800,0.64,Winter,36+,Best Buy
I167895,C218379,0,30,Cosmetics,the shops at columbus circle,USA,4,162.64,Cash,16/02/2023,650.56,0.024783238,Winter,26-35,The Body Shop
I123154,C331272,1,57,Shoes,the shops at columbus circle,USA,2,1200.34,Cash,16/02/2023,2400.68,0.091454476,Winter,36+,New Balance
I977587,C204116,0,40,Clothing,galeries lafayette,France,4,1200.32,Cash,16/02/2023,4801.28,0.182905905,Winter,36+,H&M
I312496,C333121,1,53,Cosmetics,lujiazui shopping mall,China,4,162.64,Credit Card,15/02/2023,650.56,0.024783238,Winter,36+,MAC
I269482,C260174,1,62,Cosmetics,aventura mall,USA,4,162.64,Credit Card,15/02/2023,650.56,0.024783238,Winter,36+,Ulta Beauty
I144052,C204395,1,44,Clothing,galleria mall,Egypt,2,600.16,Cash,15/02/2023,1200.32,0.045726476,Winter,36+,H&M
I255113,C228911,1,39,Clothing,avenue des champs-Ã©lysÃ©es,France,2,600.16,Debit Card,15/02/2023,1200.32,0.045726476,Winter,36+,Forever 21
I134968,C287117,1,29,Clothing,chadstone shopping centre,Australia,3,900.24,Cash,15/02/2023,2700.72,0.102884571,Winter,26-35,Prada
I306422,C209598,1,45,Clothing,central world,Thailand,5,1500.4,Debit Card,15/02/2023,7502,0.285790476,Winter,36+,Forever 21
I265597,C702803,0,45,Cosmetics,plaza satÃ©lite,Mexico,2,81.32,Credit Card,15/02/2023,162.64,0.00619581,Winter,36+,The Body Shop
I340908,C200291,1,32,Food & Beverage,tokyo midtown,Japan,4,20.92,Cash,15/02/2023,83.68,0.00318781,Winter,26-35,Starbucks
I183746,C220180,0,23,Clothing,westfield london,UK,1,300.08,Credit Card,15/02/2023,300.08,0.011431619,Winter,18-25,Forever 21
I195068,C555097,0,58,Food & Beverage,la rinascente,Italy,5,26.15,Cash,15/02/2023,130.75,0.004980952,Winter,36+,Taco Bell
I132994,C313833,0,29,Food & Beverage,king abdulaziz center,Saudi Arabia,3,15.69,Cash,15/02/2023,47.07,0.001793143,Winter,26-35,Mcdonald's
I229390,C246959,1,54,Souvenir,beverly center,USA,3,35.19,Cash,15/02/2023,105.57,0.004021714,Winter,36+,The Souvenir Shop
I235400,C283634,1,19,Food & Beverage,beverly center,USA,5,26.15,Credit Card,15/02/2023,130.75,0.004980952,Winter,18-25,Carrefour
I314326,C328520,1,47,Food & Beverage,korsh mall,Egypt,2,10.46,Cash,14/02/2023,20.92,0.000796952,Winter,36+,Taco Bell
I130750,C498989,1,37,Toys,mall of the emirates,UAE,5,179.2,Cash,14/02/2023,896,0.034133333,Winter,36+,Hamleys
I125397,C277704,1,29,Clothing,central embassy,Thailand,2,600.16,Debit Card,14/02/2023,1200.32,0.045726476,Winter,26-35,Gap
I249590,C178892,0,27,Clothing,korsh mall,Egypt,3,900.24,Credit Card,14/02/2023,2700.72,0.102884571,Winter,26-35,Prada
I724968,C116497,1,30,Cosmetics,centro santa fe,Mexico,5,203.3,Cash,14/02/2023,1016.5,0.03872381,Winter,26-35,Sephora
I294479,C910595,1,57,Clothing,robinsons place manila,Philippines,4,1200.32,Credit Card,14/02/2023,4801.28,0.182905905,Winter,36+,Zara
I405769,C280788,1,48,Clothing,westfield parramatta,Australia,4,1200.32,Cash,14/02/2023,4801.28,0.182905905,Winter,36+,Prada
I275086,C133580,0,42,Technology,la rinascente,Italy,5,5250,Credit Card,14/02/2023,26250,1,Winter,36+,Apple Store
I265794,C261459,0,33,Clothing,galeries lafayette,France,3,900.24,Debit Card,14/02/2023,2700.72,0.102884571,Winter,26-35,Forever 21
I747124,C165290,0,67,Cosmetics,central world,Thailand,5,203.3,Debit Card,14/02/2023,1016.5,0.03872381,Winter,36+,The Body Shop
I878054,C238897,1,24,Clothing,dubai mall,UAE,5,1500.4,Credit Card,14/02/2023,7502,0.285790476,Winter,18-25,Gap
I190797,C292192,0,61,Technology,aventura mall,USA,5,5250,Credit Card,14/02/2023,26250,1,Winter,36+,Sony Store
I209423,C316197,1,35,Toys,sm seaside city cebu,Philippines,5,179.2,Debit Card,14/02/2023,896,0.034133333,Winter,26-35,Hamleys
I314934,C221833,1,18,Clothing,la rinascente,Italy,2,600.16,Debit Card,14/02/2023,1200.32,0.045726476,Winter,18-25,Zara
I226140,C250477,1,22,Books,istanbul cevahir avm,Turkey,3,45.45,Cash,14/02/2023,136.35,0.005194286,Winter,18-25,Waterstones
I200916,C295919,0,19,Toys,central embassy,Thailand,1,35.84,Credit Card,13/02/2023,35.84,0.001365333,Winter,18-25,LEGO Store
I665330,C155280,1,65,Toys,istanbul cevahir avm,Turkey,3,107.52,Credit Card,13/02/2023,322.56,0.012288,Winter,36+,Toys R Us
I122295,C110661,1,43,Clothing,galleria mall,Egypt,1,300.08,Debit Card,13/02/2023,300.08,0.011431619,Winter,36+,Gap
I128458,C141202,1,36,Food & Beverage,oasis mall,Egypt,3,15.69,Cash,13/02/2023,47.07,0.001793143,Winter,36+,Mcdonald's
I591945,C967411,1,30,Toys,sm mall of asia,Philippines,2,71.68,Debit Card,13/02/2023,143.36,0.005461333,Winter,26-35,Toys R Us
I534764,C957408,1,69,Souvenir,the mall at millenia,USA,3,35.19,Credit Card,13/02/2023,105.57,0.004021714,Winter,36+,The Souvenir Shop
I260603,C680405,0,27,Cosmetics,dubai mall,UAE,5,203.3,Credit Card,13/02/2023,1016.5,0.03872381,Winter,26-35,The Body Shop
I228011,C248081,1,23,Shoes,centro coyoacÃ¡n,Mexico,3,1800.51,Credit Card,13/02/2023,5401.53,0.205772571,Winter,18-25,Adidas
I141983,C153003,1,61,Clothing,westfield parramatta,Australia,5,1500.4,Credit Card,13/02/2023,7502,0.285790476,Winter,36+,Zara
I111222,C682306,0,41,Clothing,galleria mall,Egypt,5,1500.4,Cash,13/02/2023,7502,0.285790476,Winter,36+,Prada
I185903,C183219,0,63,Clothing,faisalabad mall,Pakistan,3,900.24,Cash,13/02/2023,2700.72,0.102884571,Winter,36+,Forever 21
I149193,C734028,0,69,Clothing,mall of america,USA,3,900.24,Debit Card,13/02/2023,2700.72,0.102884571,Winter,36+,Forever 21
I176867,C462416,1,63,Clothing,fifth avenue,USA,2,600.16,Credit Card,13/02/2023,1200.32,0.045726476,Winter,36+,Prada
I284850,C238205,1,58,Shoes,lujiazui shopping mall,China,4,2400.68,Debit Card,13/02/2023,9602.72,0.365817905,Winter,36+,New Balance
I256652,C906018,1,44,Clothing,kuala lumpur city centre (klcc),Malaysia,3,900.24,Debit Card,13/02/2023,2700.72,0.102884571,Winter,36+,H&M
I170772,C834213,1,50,Clothing,avenue des champs-Ã©lysÃ©es,France,2,600.16,Credit Card,13/02/2023,1200.32,0.045726476,Winter,36+,Zara
I198233,C584141,1,31,Cosmetics,aventura mall,USA,4,162.64,Cash,13/02/2023,650.56,0.024783238,Winter,26-35,The Body Shop
I850865,C571871,1,54,Clothing,centro santa fe,Mexico,4,1200.32,Credit Card,13/02/2023,4801.28,0.182905905,Winter,36+,Prada
