store_id,store_name,shopping_mall
780,Gap,"mall of the emirates"
781,"The Souvenir Shop","westfield world trade center"
782,Nike,"marina bay sands shopping mall"
783,Starbucks,"galleria mall"
784,Starbucks,"robinsons place manila"
785,"Pizza Hut",vivocity
786,Gap,"robinsons place manila"
787,Prada,"sm mall of asia"
788,H&M,"plaza satÃƒÂ©lite"
789,MAC,"sm seaside city cebu"
790,Gap,"central embassy"
791,MAC,"the shops at columbus circle"
792,"Forever 21","westfield london"
793,"Forever 21","fifth avenue"
794,"Forever 21","beverly center"
795,Gap,"beverly center"
796,H&M,"chadstone shopping centre"
797,Puma,"la rinascente"
798,"Foot Locker","kuala lumpur city centre (klcc)"
799,Sephora,"westfield london"
800,Sephora,"siam paragon"
801,Zara,"forum istanbul"
802,Zara,"prada store tokyo"
803,"The Body Shop","the shops at columbus circle"
804,"Toys R Us","sm seaside city cebu"
805,"Ulta Beauty",vivocity
806,Mcdonald's,"westfield parramatta"
807,"Disney Store","lujiazui shopping mall"
808,Gap,"lotte world mall"
809,Prada,"dubai mall"
810,MAC,"sm mall of asia"
811,MAC,"la rinascente"
812,Carrefour,"centro santa fe"
813,Hamleys,kanyon
814,MAC,"westfield parramatta"
815,"LEGO Store","dubai mall"
816,"Toys R Us","galleria mall"
817,MAC,"oasis mall"
818,"Forever 21","king abdulaziz center"
819,Nike,"zorlu center"
820,Gap,"king abdulaziz center"
821,Zara,"sm mall of asia"
822,Gap,"king abdulaziz center"
823,H&M,"nanjing deji plaza"
824,Gap,"westfield parramatta"
825,Samsung,"centro coyoacÃƒÂ¡n"
826,Gap,"zorlu center"
827,Prada,"central world"
828,Gap,takashimaya
829,Gap,"forum istanbul"
830,"Microsoft Store","nanjing deji plaza"
831,"Forever 21","lujiazui shopping mall"
832,Zara,"galleria mall"
833,Sephora,"fifth avenue"
834,H&M,"king of prussia mall"
835,"Taco Bell",vivocity
836,Sephora,"prada store tokyo"
837,MAC,"galleria vittorio emanuele ii"
838,MAC,"marina bay sands shopping mall"
839,"Disney Store","dubai mall"
840,Sephora,vivocity
841,Starbucks,"robinsons galleria"
842,Zara,"the grove"
843,"LEGO Store","galeries lafayette"
844,Zara,"the shops at columbus circle"
845,Kinokuniya,"the mall at millenia"
846,Kinokuniya,"tokyo midtown"
847,"World Market","tokyo midtown"
848,H&M,"korsh mall"
849,"Taco Bell","the outlets at orange"
850,H&M,"robinsons place manila"
851,Samsung,"lujiazui shopping mall"
852,H&M,"king abdulaziz center"
853,"The Body Shop","nanjing deji plaza"
854,"Microsoft Store","westfield parramatta"
855,"Forever 21","dubai mall"
856,"Microsoft Store",takashimaya
857,Zara,"westfield parramatta"
858,"Ulta Beauty","centro coyoacÃƒÂ¡n"
859,"Sony Store","robinsons place manila"
860,"Sony Store","siam paragon"
861,Adidas,"aventura mall"
862,Prada,takashimaya
863,Starbucks,"galleria mall"
864,"The Body Shop","galleria mall"
865,MAC,"central embassy"
866,Mcdonald's,"plaza satÃƒÂ©lite"
867,H&M,"the dubai mall"
868,Sephora,"galeries lafayette"
869,Mcdonald's,"the shops at columbus circle"
870,MAC,"la rinascente"
871,"Foot Locker","prada store tokyo"
872,"Foot Locker","mall of america"
873,"Forever 21","dubai mall"
874,"Forever 21","forum istanbul"
875,Prada,"nanjing deji plaza"
876,H&M,"la rinascente"
877,Gap,"beverly center"
878,"New Balance","moscow mall"
879,"New Balance",takashimaya
880,H&M,kanyon
881,"Foot Locker","dubai mall"
882,Zara,"king abdulaziz center"
883,Prada,"chadstone shopping centre"
884,MAC,"la rinascente"
885,Nike,"chadstone shopping centre"
886,H&M,"plaza satÃƒÂ©lite"
887,"Toys R Us","galleria mall"
888,MAC,"prada store tokyo"
889,"Ulta Beauty","moscow mall"
890,"Toys R Us","galeries lafayette"
891,Starbucks,"aventura mall"
892,"Pizza Hut","westfield parramatta"
893,H&M,"king of prussia mall"
894,"Toys R Us","the grove"
895,"Pizza Hut","sm mall of asia"
896,Books-A-Million,"chadstone shopping centre"
897,Zara,"galeries lafayette"
898,Mcdonald's,"lujiazui shopping mall"
899,"Toys R Us",takashimaya
900,Sephora,"the outlets at orange"
901,Prada,"westfield parramatta"
902,H&M,"prada store tokyo"
903,"Forever 21","fifth avenue"
904,Gap,"south coast plaza"
905,Prada,vivocity
906,Prada,"korsh mall"
907,"Forever 21","the grove"
908,"Foot Locker","marina bay sands shopping mall"
909,"Forever 21","plaza satÃƒÂ©lite"
910,"Ulta Beauty","chadstone shopping centre"
911,"Forever 21","prada store tokyo"
912,H&M,"mitsui outlet park"
913,Zara,"pavilion kuala lumpur"
914,MAC,"king abdulaziz center"
915,"The Body Shop","dubai mall"
916,"Pizza Hut","fifth avenue"
917,H&M,"the grove"
918,"The Body Shop","plaza satÃƒÂ©lite"
919,"Forever 21","westfield world trade center"
920,"Shop the World","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
921,Mcdonald's,"galeries lafayette"
922,"Forever 21","kuala lumpur city centre (klcc)"
923,"Foot Locker","westfield world trade center"
924,"Forever 21","mall of the emirates"
925,"Best Buy","marina bay sands shopping mall"
926,Puma,"la rinascente"
927,MAC,"mall of america"
928,MAC,"the grove"
929,Adidas,"forum istanbul"
930,Gap,"sm seaside city cebu"
931,Hamleys,"korsh mall"
932,H&M,"aventura mall"
933,Carrefour,"chadstone shopping centre"
934,Hamleys,"the dubai mall"
935,Hamleys,"central embassy"
936,H&M,"sm seaside city cebu"
937,"Ulta Beauty","aventura mall"
938,Carrefour,"moscow mall"
939,Gap,"korsh mall"
940,Sephora,"sm mall of asia"
941,"Toys R Us","korsh mall"
942,Mcdonald's,"aventura mall"
943,Hamleys,"la rinascente"
944,Waterstones,"lotte world mall"
945,"Toys R Us",takashimaya
946,"Pizza Hut","lotte world mall"
947,"The Souvenir Shop","zorlu center"
948,Prada,takashimaya
949,"Ulta Beauty","istanbul cevahir avm"
950,Nike,"westfield parramatta"
951,H&M,"central embassy"
952,Zara,"chadstone shopping centre"
953,H&M,"the outlets at orange"
954,"Sony Store","kuala lumpur city centre (klcc)"
955,Nike,"faisalabad mall"
956,Nike,"mall of america"
957,Prada,"central embassy"
958,"Foot Locker","aventura mall"
959,"Taco Bell","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
960,Mcdonald's,"beverly center"
961,Starbucks,"galleria vittorio emanuele ii"
962,Nike,"pavilion kuala lumpur"
963,Starbucks,"istanbul cevahir avm"
964,"World Market","the dubai mall"
965,Sephora,"westfield world trade center"
966,Books-A-Million,"kuala lumpur city centre (klcc)"
967,"The Souvenir Shop","westfield world trade center"
968,Prada,"moscow mall"
969,"Forever 21","fifth avenue"
970,"Taco Bell","mall of the emirates"
971,MAC,"aventura mall"
972,Prada,"mall of the emirates"
973,"Pizza Hut","robinsons place manila"
974,"Forever 21","korsh mall"
975,Zara,"aventura mall"
976,"New Balance","sm seaside city cebu"
977,Sephora,"forum istanbul"
978,Zara,"oasis mall"
979,MAC,"mall of america"
980,Zara,"westfield london"
981,Prada,"dubai mall"
982,Nike,"robinsons galleria"
983,"LEGO Store","korsh mall"
984,Zara,"robinsons place manila"
985,"Forever 21",kanyon
986,Prada,"westfield world trade center"
987,Adidas,"mall of the emirates"
988,Zara,"westfield world trade center"
989,Zara,"mitsui outlet park"
990,"Microsoft Store","prada store tokyo"
991,"Forever 21","westfield london"
992,Kinokuniya,"robinsons galleria"
993,MAC,"chadstone shopping centre"
994,Carrefour,"westfield london"
995,Books-A-Million,"forum istanbul"
996,Starbucks,"westfield london"
997,"LEGO Store","forum istanbul"
998,"Pizza Hut","nanjing deji plaza"
999,"Taco Bell","lujiazui shopping mall"
1000,"LEGO Store","galeries lafayette"
1001,"Disney Store","central embassy"
1002,"LEGO Store","beverly center"
1003,Starbucks,"galleria vittorio emanuele ii"
1004,Carrefour,"tokyo midtown"
1005,Prada,"king abdulaziz center"
1006,Prada,"istanbul cevahir avm"
1007,Zara,"aventura mall"
1008,"LEGO Store","centro coyoacÃƒÂ¡n"
1009,Adidas,"robinsons galleria"
1010,H&M,"fifth avenue"
1011,"LEGO Store","mall of the emirates"
1012,Nike,"mall of the emirates"
1013,H&M,"kuala lumpur city centre (klcc)"
1014,"LEGO Store","the outlets at orange"
1015,"Forever 21",vivocity
1016,"Forever 21","king of prussia mall"
1017,Adidas,"dubai mall"
1018,Samsung,kanyon
1019,"Pizza Hut","sm seaside city cebu"
1020,"Taco Bell","la rinascente"
1021,"World Market","westfield parramatta"
1022,"Toys R Us","central world"
1023,Starbucks,"istanbul cevahir avm"
1024,"Taco Bell","faisalabad mall"
1025,"Shop the World","dubai mall"
1026,"Forever 21",kanyon
1027,Prada,"beverly center"
1028,Nike,"oasis mall"
1029,Gap,"westfield london"
1030,Hamleys,"dubai mall"
1031,Hamleys,"robinsons place manila"
1032,H&M,"aventura mall"
1033,Carrefour,"korsh mall"
1034,Mcdonald's,"king of prussia mall"
1035,Starbucks,"the outlets at orange"
1036,Starbucks,"siam paragon"
1037,Sephora,"sm seaside city cebu"
1038,Hamleys,"centro coyoacÃƒÂ¡n"
1039,"Barnes & Noble",kanyon
1040,"Barnes & Noble","central embassy"
1041,MAC,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1042,Mcdonald's,kanyon
1043,MAC,"sm mall of asia"
1044,Zara,"south coast plaza"
1045,Zara,"prada store tokyo"
1046,Nike,takashimaya
1047,Gap,"chadstone shopping centre"
1048,Zara,"sm seaside city cebu"
1049,H&M,"sm seaside city cebu"
1050,"Foot Locker","mall of the emirates"
1051,"Forever 21","oasis mall"
1052,Zara,"westfield london"
1053,"Forever 21","galleria vittorio emanuele ii"
1054,Samsung,"mall of the emirates"
1055,H&M,"king abdulaziz center"
1056,"Foot Locker","chadstone shopping centre"
1057,"Microsoft Store","mall of the emirates"
1058,Samsung,"westfield london"
1059,"New Balance","central world"
1060,H&M,"the mall at millenia"
1061,H&M,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1062,Sephora,"lujiazui shopping mall"
1063,"Apple Store","forum istanbul"
1064,Samsung,"central embassy"
1065,MAC,"the grove"
1066,Sephora,"chadstone shopping centre"
1067,Mcdonald's,"king of prussia mall"
1068,Sephora,"kuala lumpur city centre (klcc)"
1069,Waterstones,"plaza satÃƒÂ©lite"
1070,Kinokuniya,"robinsons place manila"
1071,H&M,"galleria vittorio emanuele ii"
1072,"Hard Rock Cafe","mitsui outlet park"
1073,Zara,"la rinascente"
1074,Sephora,"the shops at columbus circle"
1075,"The Body Shop","sm seaside city cebu"
1076,"LEGO Store","mitsui outlet park"
1077,Prada,"chadstone shopping centre"
1078,Samsung,"westfield parramatta"
1079,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1080,Zara,"siam paragon"
1081,Nike,"tokyo midtown"
1082,MAC,"galleria vittorio emanuele ii"
1083,Puma,"south coast plaza"
1084,MAC,"dubai mall"
1085,"Ulta Beauty",kanyon
1086,"The Body Shop","south coast plaza"
1087,H&M,"tokyo midtown"
1088,Puma,"central world"
1089,Prada,"westfield world trade center"
1090,Zara,"fifth avenue"
1091,Gap,"robinsons place manila"
1092,MAC,"oasis mall"
1093,Adidas,"fifth avenue"
1094,Zara,"galleria mall"
1095,"Disney Store","centro coyoacÃƒÂ¡n"
1096,Hamleys,"pavilion kuala lumpur"
1097,"The Body Shop","king of prussia mall"
1098,"Disney Store","centro coyoacÃƒÂ¡n"
1099,"Taco Bell","the outlets at orange"
1100,Hamleys,"king abdulaziz center"
1101,"Toys R Us","sm mall of asia"
1102,Carrefour,"mall of the emirates"
1103,"Pizza Hut","lotte world mall"
1104,Adidas,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1105,Adidas,"king abdulaziz center"
1106,"Disney Store","sm seaside city cebu"
1107,Starbucks,kanyon
1108,"New Balance","the outlets at orange"
1109,Zara,"moscow mall"
1110,Gap,"forum istanbul"
1111,Gap,kanyon
1112,"New Balance","the grove"
1113,"Forever 21",vivocity
1114,"Forever 21","forum istanbul"
1115,"The Body Shop","moscow mall"
1116,Zara,"galleria mall"
1117,MAC,"central world"
1118,"New Balance","king of prussia mall"
1119,Prada,"centro santa fe"
1120,H&M,takashimaya
1121,"Forever 21","the mall at millenia"
1122,MAC,"sm mall of asia"
1123,Zara,"sm seaside city cebu"
1124,"Pizza Hut",vivocity
1125,Starbucks,"pavilion kuala lumpur"
1126,Mcdonald's,"lotte world mall"
1127,"Pizza Hut","kuala lumpur city centre (klcc)"
1128,Carrefour,"king of prussia mall"
1129,Carrefour,"kuala lumpur city centre (klcc)"
1130,Books-A-Million,"south coast plaza"
1131,Starbucks,"central embassy"
1132,Books-A-Million,"central world"
1133,"LEGO Store","westfield world trade center"
1134,"Pizza Hut","beverly center"
1135,Books-A-Million,"mall of america"
1136,"Toys R Us","prada store tokyo"
1137,Prada,"robinsons galleria"
1138,"Pizza Hut","mitsui outlet park"
1139,H&M,"galeries lafayette"
1140,"Ulta Beauty","korsh mall"
1141,Mcdonald's,"galeries lafayette"
1142,"Toys R Us",vivocity
1143,"Ulta Beauty","chadstone shopping centre"
1144,"World Market","beverly center"
1145,"Pizza Hut","la rinascente"
1146,"Taco Bell","zorlu center"
1147,Sephora,"lotte world mall"
1148,H&M,"nanjing deji plaza"
1149,"The Body Shop","nanjing deji plaza"
1150,H&M,"the dubai mall"
1151,Puma,"pavilion kuala lumpur"
1152,Prada,"westfield parramatta"
1153,"Microsoft Store","centro coyoacÃƒÂ¡n"
1154,Nike,"westfield parramatta"
1155,Starbucks,"oasis mall"
1156,"LEGO Store","galleria vittorio emanuele ii"
1157,"LEGO Store","the mall at millenia"
1158,"Disney Store","sm seaside city cebu"
1159,"Pizza Hut","central world"
1160,H&M,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1161,Books-A-Million,"siam paragon"
1162,"Ulta Beauty","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1163,Zara,"lotte world mall"
1164,"New Balance","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1165,"Forever 21","the dubai mall"
1166,Zara,"westfield london"
1167,Nike,"aventura mall"
1168,Hamleys,"westfield world trade center"
1169,"Microsoft Store","mitsui outlet park"
1170,Gap,"dubai mall"
1171,Prada,"prada store tokyo"
1172,"LEGO Store","centro coyoacÃƒÂ¡n"
1173,"Disney Store","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1174,Gap,"galeries lafayette"
1175,MAC,"marina bay sands shopping mall"
1176,Prada,"mall of the emirates"
1177,MAC,"korsh mall"
1178,Zara,"chadstone shopping centre"
1179,Prada,"aventura mall"
1180,"Taco Bell","fifth avenue"
1181,Adidas,"chadstone shopping centre"
1182,"Disney Store","galleria mall"
1183,H&M,"istanbul cevahir avm"
1184,Books-A-Million,"the shops at columbus circle"
1185,"World Market","the mall at millenia"
1186,"Shop the World","westfield parramatta"
1187,Waterstones,"westfield london"
1188,"Forever 21","galeries lafayette"
1189,"The Souvenir Shop","centro santa fe"
1190,"Forever 21","mall of the emirates"
1191,Starbucks,"oasis mall"
1192,"Forever 21","robinsons place manila"
1193,"The Body Shop","the dubai mall"
1194,H&M,"prada store tokyo"
1195,Zara,"sm seaside city cebu"
1196,H&M,"dubai mall"
1197,"Forever 21","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1198,"New Balance",vivocity
1199,MAC,"dubai mall"
1200,Sephora,"westfield london"
1201,Prada,"westfield london"
1202,"Ulta Beauty","westfield world trade center"
1203,"Forever 21","marina bay sands shopping mall"
1204,Prada,"galleria vittorio emanuele ii"
1205,H&M,"istanbul cevahir avm"
1206,Samsung,"the shops at columbus circle"
1207,"New Balance","dubai mall"
1208,"Microsoft Store","siam paragon"
1209,Puma,"centro coyoacÃƒÂ¡n"
1210,H&M,"nanjing deji plaza"
1211,Carrefour,"pavilion kuala lumpur"
1212,Prada,"kuala lumpur city centre (klcc)"
1213,Carrefour,"fifth avenue"
1214,Prada,"zorlu center"
1215,"Ulta Beauty","lotte world mall"
1216,Gap,"central embassy"
1217,Prada,"the mall at millenia"
1218,"The Body Shop","king of prussia mall"
1219,"The Body Shop","central embassy"
1220,"Toys R Us","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1221,Kinokuniya,"westfield london"
1222,"Pizza Hut","la rinascente"
1223,"Taco Bell","mall of america"
1224,"The Body Shop","the mall at millenia"
1225,"Taco Bell","westfield london"
1226,Mcdonald's,"the outlets at orange"
1227,Mcdonald's,"king of prussia mall"
1228,"Hard Rock Cafe","sm mall of asia"
1229,"Toys R Us","the dubai mall"
1230,"Microsoft Store","kuala lumpur city centre (klcc)"
1231,"Toys R Us","centro santa fe"
1232,H&M,"galleria mall"
1233,"Ulta Beauty","centro santa fe"
1234,Prada,"chadstone shopping centre"
1235,"Disney Store","prada store tokyo"
1236,Sephora,"galleria vittorio emanuele ii"
1237,"Microsoft Store","south coast plaza"
1238,Puma,vivocity
1239,"Apple Store","the dubai mall"
1240,"Forever 21","the dubai mall"
1241,Hamleys,"mall of america"
1242,"Microsoft Store","sm mall of asia"
1243,Zara,takashimaya
1244,Zara,"korsh mall"
1245,"Ulta Beauty","kuala lumpur city centre (klcc)"
1246,Starbucks,"pavilion kuala lumpur"
1247,"Pizza Hut","mall of the emirates"
1248,"Disney Store","sm mall of asia"
1249,"The Body Shop","sm seaside city cebu"
1250,Sephora,"south coast plaza"
1251,Gap,vivocity
1252,"The Body Shop","zorlu center"
1253,Hamleys,"westfield london"
1254,"Barnes & Noble","moscow mall"
1255,Carrefour,"king abdulaziz center"
1256,H&M,"pavilion kuala lumpur"
1257,H&M,"the outlets at orange"
1258,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1259,H&M,"mall of america"
1260,H&M,"centro santa fe"
1261,Adidas,"korsh mall"
1262,Prada,"central embassy"
1263,Prada,"fifth avenue"
1264,Zara,"dubai mall"
1265,Nike,"moscow mall"
1266,H&M,"pavilion kuala lumpur"
1267,Zara,"aventura mall"
1268,Kinokuniya,"siam paragon"
1269,Zara,takashimaya
1270,"Taco Bell","korsh mall"
1271,Kinokuniya,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1272,Starbucks,"the mall at millenia"
1273,Mcdonald's,takashimaya
1274,"Taco Bell",kanyon
1275,"New Balance","zorlu center"
1276,"Disney Store","sm mall of asia"
1277,H&M,kanyon
1278,"Taco Bell","king abdulaziz center"
1279,"Pizza Hut","the outlets at orange"
1280,Hamleys,"forum istanbul"
1281,Gap,"mitsui outlet park"
1282,Mcdonald's,"faisalabad mall"
1283,"Pizza Hut","galeries lafayette"
1284,Starbucks,"kuala lumpur city centre (klcc)"
1285,H&M,vivocity
1286,Zara,"king of prussia mall"
1287,Adidas,"the outlets at orange"
1288,H&M,"aventura mall"
1289,"Forever 21","king abdulaziz center"
1290,Sephora,"beverly center"
1291,"Foot Locker","robinsons galleria"
1292,Zara,"pavilion kuala lumpur"
1293,"Forever 21",vivocity
1294,"The Body Shop","pavilion kuala lumpur"
1295,"Forever 21","robinsons place manila"
1296,Sephora,"central embassy"
1297,Gap,"tokyo midtown"
1298,Nike,"nanjing deji plaza"
1299,Samsung,"la rinascente"
1300,Adidas,"forum istanbul"
1301,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
1302,"New Balance","westfield world trade center"
1303,Nike,vivocity
1304,MAC,"oasis mall"
1305,Gap,"la rinascente"
1306,"Barnes & Noble","centro santa fe"
1307,"Barnes & Noble","mall of the emirates"
1308,Gap,"nanjing deji plaza"
1309,Mcdonald's,"westfield parramatta"
1310,Waterstones,"kuala lumpur city centre (klcc)"
1311,Mcdonald's,"fifth avenue"
1312,"Ulta Beauty","nanjing deji plaza"
1313,Sephora,"moscow mall"
1314,Carrefour,"the outlets at orange"
1315,Prada,"forum istanbul"
1316,Sephora,"south coast plaza"
1317,Sephora,"marina bay sands shopping mall"
1318,Puma,"dubai mall"
1319,"The Body Shop","nanjing deji plaza"
1320,H&M,"chadstone shopping centre"
1321,MAC,"oasis mall"
1322,Hamleys,"the shops at columbus circle"
1323,"The Body Shop","the shops at columbus circle"
1324,Zara,"prada store tokyo"
